"","Year","Herring.Biomass","Chinook","Chum","Coho","HarborSeal","HatcherySmolts","HakeBiomass","EulachonLandings","WildProduction","allSmolt"
"1",1973,0.547471162183134,0.0728902314098754,0.815667500023919,0.458485427205964,NA,NA,0.0186604375928994,NA,-0.25474844942317,-0.0242892160574542
"2",1974,0.477009180198666,0.0830964340573619,0.47481209503008,0.476218676081913,NA,NA,0.0100885615205915,NA,-0.249550948189313,0.779977608699017
"3",1975,0.397016704806596,0.142676219934199,0.812676445602662,0.50164988226514,-1.19813926428589,NA,0.2605695406631,NA,-0.239419217527416,1.15514320917488
"4",1976,0.313503661615291,-0.192347212854557,1.20673775712311,0.482563157935472,-1.12050439933154,NA,0.302065756612832,NA,-0.396033433976662,0.696991736432867
"5",1977,0.179021341548159,-0.138746218565661,0.346321715601137,0.58854338141221,-0.9954334888399,NA,0.230952370959454,NA,-0.327373622093155,0.611157584376272
"6",1978,0.117221564250599,-0.0109230837450944,0.958538839561198,0.606587115800634,-0.847430977438041,NA,0.0287961222269981,NA,-0.309710132485041,0.858387209010044
"7",1979,0.257563550891843,0.158807971071839,-0.177812089367348,0.570613749569057,-0.721958285075091,NA,0.145942996640498,NA,-0.338139419466616,0.450645166790558
"8",1980,0.402559185663975,0.148773760665099,0.0167378806742811,0.498414634038472,-0.595987686474794,NA,0.240922543279304,NA,-0.322181323134821,0.760953347199678
"9",1981,0.390351903971656,-0.221385575971951,-0.986625613659582,0.497515831978456,-0.433978222977546,NA,0.3043443697168,NA,-0.291006777973985,-1.22140060869061
"10",1982,0.274369044716178,-0.40113095651658,-0.486166613646136,-0.952814107569781,-0.296069862529203,NA,0.432533564526935,NA,-0.270731648531914,-0.166868520091803
"11",1983,0.285622075092116,-0.231255486072593,-1.4557701890389,-0.875179242615431,-0.237311493426553,NA,0.396395100364478,NA,-0.259960053844095,-0.318907848870218
"12",1984,0.270810520086332,-0.364011856810723,-1.07146289496887,-0.750108332123794,-0.143228661107798,NA,0.44752797426127,NA,-0.214089709318676,-0.382243486706436
"13",1985,0.238900524904965,-0.119550279278631,-1.87432351953989,-0.602105820721935,-0.105738527993179,NA,0.628743187407759,NA,-0.140739940015193,0.749238853356555
"14",1986,0.211392705259438,-0.0977147361538258,-0.876030205209412,-0.476633128358985,-0.151736457329857,NA,0.594661081429882,NA,0.22957068810501,0.455575997079276
"15",1987,0.190767450907787,0.172398898313,-1.15686574947933,-0.350662529758688,-0.00204162362585159,NA,0.489317762824481,NA,0.221354189673958,0.262910146419451
"16",1988,0.142763814520706,0.383678231864593,-0.27207019122087,-0.188653066261439,0.101209865163133,NA,0.491379265014791,NA,0.21695661806311,0.626078363893082
"17",1989,0.139824465482178,0.382635473624191,-2.18183804821894,-0.0507447058130968,0.120784112497629,NA,0.374839663970326,NA,0.181445538858119,0.471901364623225
"18",1990,0.114238750597421,0.0791938431275536,-2.42910388797384,0.00801366328955311,0.119848722734494,NA,0.29498976454958,NA,0.163692393693621,0.61704113648036
"19",1991,0.0334534618116873,-0.129457095705922,-2.11325093855537,0.102096495608308,0.213160270489858,NA,0.248171339434988,NA,-0.20352717279283,0.816128075476438
"20",1992,-0.0663004346730194,-0.370895790451634,-1.08491752107765,0.139586628722927,0.230893519365807,NA,0.0785073536021521,NA,-0.189818761682321,0.934831755323184
"21",1993,0.0156616558144957,-0.569488451415866,-1.96235229411448,0.0935886993862489,0.256324725549034,NA,-0.208137912121189,NA,-0.229599015877589,0.843017743370478
"22",1994,-0.0451049796650569,-0.415157810279803,-1.38019126785801,0.243283533090255,0.237238001219366,NA,-0.216114371960169,NA,-0.165086224180877,0.746497290410488
"23",1995,-0.103597760680051,-0.162152827846272,0.110245852286377,0.346535021879239,0.343218224696104,NA,-0.231199730826717,NA,-0.157048635325324,0.686268422225655
"24",1996,-0.209377768425998,0.01039303397914,0.861524632923349,0.366109269213736,0.361261959084528,NA,-0.281210151401378,NA,-0.0955497342286566,0.571018788540254
"25",1997,-0.311043471792273,-0.324167450957479,0.0583967969912038,0.3651738794506,0.325288592852951,NA,-0.339352720423606,NA,-0.106625694051361,0.177749418479642
"26",1998,-0.297899992075589,-0.119767879815122,-0.652172427015406,0.458485427205964,0.253089477322366,NA,-0.533958957169427,NA,-0.163296606160468,-0.245517863910299
"27",1999,-0.140175703292282,-0.387538792288712,-0.689321473843739,0.476218676081913,0.25219067526235,NA,-0.541643913338811,NA,-0.33505687723728,0.532848334775025
"28",2000,-0.175763363095578,-0.138677976648037,0.00564803068292896,0.50164988226514,0.25219067526235,NA,0.0779885468460275,NA,-0.162342865250462,-0.294058634607978
"29",2001,-0.0500813009268963,0.218897324424947,0.555134006154413,0.482563157935472,0.25219067526235,NA,0.12140188772438,NA,0.269712949991039,1.06470317879113
"30",2002,-0.0315817632049527,0.614209330588361,0.700671011139205,0.58854338141221,0.25219067526235,NA,0.209116950816272,NA,0.585861476980831,1.32078108570884
"31",2003,-0.150987037006002,0.64328800646622,1.56814318386984,0.606587115800634,0.25219067526235,NA,0.0530299414358932,NA,0.606783350176151,-0.76108442978394
"32",2004,-0.262013063484265,0.608584910030679,2.19974477601811,0.570613749569057,0.25219067526235,NA,-0.142304892420972,NA,0.625527864045948,-0.875317418000442
"33",2005,-0.305448082394275,0.131410756617738,1.04833277369603,0.498414634038472,0.25219067526235,NA,-0.351637400375473,NA,0.283799548435855,-1.5445949084829
"34",2006,-0.180891897538169,0.301728038336622,1.37608565607248,0.497515831978456,0.25219067526235,NA,-0.484940976619012,NA,0.149684401291637,-1.98083154912515
"35",2007,-0.345855453925111,-0.0879537917475091,0.453881349264387,-0.952814107569781,0.25219067526235,NA,-0.713222991994228,NA,-0.221533635386143,-0.158644354350422
"36",2008,-0.332308178652186,0.0356590328612203,0.753323481377526,-0.875179242615431,0.25219067526235,NA,-0.679455011536056,NA,0.0896410567126278,-1.74475743263893
"37",2009,-0.352616710446014,-0.455082356471909,0.339010553871017,-0.750108332123794,0.25219067526235,NA,-0.805503992218235,NA,0.20160674025508,-1.47327857208876
"38",2010,-0.542203714269698,-0.127801941550763,0.910125979253078,-0.602105820721935,0.25219067526235,NA,-0.489507194598594,NA,0.470522480749768,-1.54291437082945
